,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserVersion,device.browserSize,device.operatingSystem,device.operatingSystemVersion,device.isMobile,device.mobileDeviceBranding,device.mobileDeviceModel,device.mobileInputSelector,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.flashVersion,device.language,device.screenColors,device.screenResolution,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.cityId,geoNetwork.networkDomain,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.networkLocation,totals.visits,totals.hits,totals.pageviews,totals.newVisits,totals.bounces,totals.transactionRevenue,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.referralPath,trafficSource.isTrueDirect,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent
568,Social,20161025,8963560343662086353,8963560343662086353_1477451999,Not Socially Engaged,1477451999,1,1477451999,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southeast Asia,Thailand,Bangkok,(not set),Bangkok,not available in demo dataset,co.th,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/th/,,,,,,,
569,Referral,20170328,0623178912427941011,0623178912427941011_1490733495,Not Socially Engaged,1490733495,1,1490733495,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,not available in demo dataset,opendns.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),analytics.google.com,referral,,not available in demo dataset,/analytics/web/,,,,,,,
570,Organic Search,20170328,4573952163373565547,4573952163373565547_1490722954,Not Socially Engaged,1490722954,5,1490722954,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southern Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,in,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,5,5,,,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
571,Organic Search,20170328,2357251002950789224,2357251002950789224_1490708331,Not Socially Engaged,1490708331,1,1490708331,Internet Explorer,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,Wisconsin,La Crosse-Eau Claire WI,Eau Claire,not available in demo dataset,uwec.edu,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,7,7,1,,,(not set),bing,organic,google merchandise,not available in demo dataset,,,,,,,,
572,Organic Search,20170309,8960419773475040176,8960419773475040176_1489098573,Not Socially Engaged,1489098573,4,1489098573,Chrome,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,32,27,,,28980000,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
573,Social,20170309,0718555706033965755,0718555706033965755_1489083337,Not Socially Engaged,1489083337,1,1489083337,Firefox,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Eastern Europe,Poland,Masovian Voivodeship,(not set),Warsaw,not available in demo dataset,t-mobile.pl,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/pl/,,,,,,,
574,Organic Search,20170619,4070830106047642686,4070830106047642686_1497906277,Not Socially Engaged,1497906277,1,1497906277,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Southern Europe,Bosnia & Herzegovina,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,global.net.ba,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
575,Organic Search,20170619,9791034739736006898,9791034739736006898_1497878345,Not Socially Engaged,1497878345,1,1497878345,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Southern Europe,Bosnia & Herzegovina,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
576,Paid Search,20170619,8066190719280578023,8066190719280578023_1497881340,Not Socially Engaged,1497881340,1,1497881340,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Asia,Southern Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,3,3,1,,,AW - Accessories,google,cpc,google store,not available in demo dataset,,,1,Top,CjwKEAjw7J3KBRCxv93Q3KSukXQSJADzFzVSOGJ7lFp_2FOf6KOMdtycq28Vogxc7XFAZP1Anj1oYxoCYULw_wcB,Google Search,False,Google Online Store
577,Paid Search,20170307,6148566111087423110,6148566111087423110_1488933109,Not Socially Engaged,1488933109,3,1488933109,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,5,4,,,,AW - Dynamic Search Ads Whole Site,google,cpc,1hZbAqLCbjwfgOH7,not available in demo dataset,,,1,Top,CITy1YLUxdICFQtahgodbtwKwQ,Google Search,False,
578,Organic Search,20170307,5083025820509164052,5083025820509164052_1488953772,Not Socially Engaged,1488953772,1,1488953772,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,49,38,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
